id,text
83,"Menung-menung gerakan untuk ngecengin pahab lakang yang bergelambir untuk kamu yang pemula Menung-menung santapannya ada empat nih Yang pertama ada gerakan leg leg roll yang wajib banget kamu lakuin di tempat jenis Gerakannya memang sesimpel tiduran pengkurup gini doang Tapi kalau kalian ngelakuinnya konsisten dan formnya tepat Gerakannya ini tuh bener-bener fokusnya ngelati ke otot pahab lakang kita atau otot hamstring kita Nah untuk dapetin formnya tepat, make sure si bantalan bulet ini tuh posisinya persis di bawah betis kaki kita Cantanya liat aja nih kayak di video dan jangan lupa ya pas lagi neronin si bantalan itu jangan dibantin pas ke bawah Nah ekstegraan yang kedua kamu bisa lakuin dengan gerakan roman yang di uplift kayak gini nih Nah kalau di gerakan ini tuh dia bakal menargetkan dua otot guys Dia kena keotot bokong dan juga keotot pahab lakang kita Yang penting form kalian itu bener-bener jadi lututnya itu agak di tekuksa dikit terus Dorong bokong ke belakang sejauh mungkin kayak gue lagi lakuin di video nih Pokoknya rasa-rasain aja sampai si otot pahab lakang kita tuh bener-bener berasa ketarik nge-straig banget Lanjut yang ketiga disini gue ngelakuin gerakan Good Morning Sedikit tutorial nih buat ngelakuin Good Morning biar enak formnya Sebenernya gini doang sih kaki kita tuh jangan sejajar sama barbong Tapi munduran sedikit kira-kira ya satu langkah ke belakang lah ya Oh iya gue tuh lebih prefer form badan gue itu bener-bener terus hampir membentuk siku 90 derajat kayak gini nih Karena kalau semakin turun badan gue berarti semakin jauh juga tuh ketariknya pahab lakang gue Kubayangkan jadinya sepeda apa itu dan yang terakhir ini dia gue ngelakuin hip track Karena ini kan lagi edisi ngelati otot pahab lakang ya kan jadi beda ya formnya sama buat ngelati otot bokong Bedanya ya disini nih form kakinya itu agak maju ke depan menjauh dari bokong kita FYI aja guys hiters itu emang dia tuh punya 3 form kaki Dan untuk melati otot pahab lakang salah satunya ya form yang ini Lakuinnya pelan-pelan aja pake tempo jangan terburu-buru Udah deh selesai oke segitu dulu dan selamat mencoba semuanya"
84,"Lenggan kamu masih penuh gambir juga belum kecil-kecil Jangan-jangan karena kamu belum tau ini nih Nah, kalau kamu ngelakuin gerakannya dari rumah cuma pake dambel dengan posisi kayak gini Sikunya staying gak gerak depan belakang kiri kanan Dan lenggan gak kebuka lebar tapi agak sedikit hampir menempel ketelinga kalian Ini bakal fokus menargetkan lenggan bagian belakang atau terisap kalian Tapi kalau kamu ngelakuin gerakannya dengan posisi kayak gini Pake satu dambel secara bergantian terus dorong dambelnya ke belakang kayak gini Tapi tetep sikunya staying gak geser-geser Ini masih sama bakal fokus menargetkan otot lenggan kalian bagian belakang atau terisap Tapi kalau kamu mainin dambelnya dengan posisi kayak gini pake dua dambel Terus angkat dua dambelnya ke atas kayak gini tapi masih sama Sikunya diem aja gak geser-geser tetep staying disaping pinggang kalian Ini bakal fokus menargetkan otot lenggan bagian depan atau baisap kalian Dan terakhir kalau kamu ngelakuin gerakannya dengan posisi kayak gini Dilakuinnya juga dengan secara bergantian kayak gini Terus tarik ke atas dambelnya Tapi inget ya, sikunya gak geser-geser tetep staying disamping pinggang kalian Ini masih sama bakal fokus menargetkan otot lenggan kalian bagian depan atau baisap Nah sebenernya kunci kalau pengen lenggan kamu itu keliatan lebih kecil Kamu harus banget ngelakuin defisit kalori Udah pastiin nanti masal lemak di seluruh tubuh kamu bakal menurun Gak bisa tu, cuma pengen turun di satu tempat aja Kalau gerakan ini semua cuma untuk melatih otot kamu biar makin kencang Pas udah menurun masal lemaknya jadi gak ada glamir-glamir lagi Oke, dan kemudian kalian mau gue bikin gerakan apa lagi nih?"
85,Hari ini gue mau coba ala raga lain Ada yang bisa tebak kan nih gue mau ala raga apa Akhirnya gue bakal nyobain sesuatu yang beda Jadi ini tuh event Hello StrongFest yang diadain buat memperingati hari Sarkopenia se-dunia Sebenernya disini tuh ada banyak kelas yang lagi diadain Tapi gue tertarik banget sama kelas yoga nih Karena jujur emang belakangan ini gue tuh lagi obses banget sama yoga Biar gak ngejim terus ya kan Nah ini pas gue datang udah langsung disambut sama beberapa aktivitas lainnya kayak gini nih Oke ini dia guys kelas yoga nya udah mau dibulai Wow asli ya percaya-percaya Ini pas gue ngikutin yoga nya Barin gue jadi jauh lebih ringan Terus juga pikiran gue tenang banget Menurut gue ini event yoga terseru yang pernah gue cobain Karena ini juga banyak gerakan-gerakan baru yang baru banget gue lakuin disini Jadi gue ngerasa makin tertantang dan happy banget nih Karena ternyata gue bisa ngelakuinnya By the way di acara ini gue juga dapet gue dibek Oh yang isinya beberapa produk high low Nah pas banget nih yoga nya udah selesai Abis yoga gini enaknya Richard sekali ya Ga pake high low protein huate Karena dia tuh udah praktis banget tapi Udah ada kandungan protein Kola ganda juga ada l-carnitinnya Jadi menurut gue ini udah worth it banget sih Nah buat kalian yang belum sempet ikutan Siap-siap dengsi eventnya Karena disini kalian bukan cuma gerak aja Tapi kalian bakalan makin kuat
86,"Susah cari lapangan batminton di tangsel, sini sini gue kasih tau Ada lapangan batminton baru di daerah tangan-tangan selatan, namanya Bizon Batminton Hall Tempatnya dekat banget sama pintu keluar toll, jadi gampang banget asesnya Yang lebih gokil lagi, parkirannya luas banget, bisa muat sampai 40an mobil go Kilengat tuh, terus lapangannya juga udah standar BWF, kartetnya mmpuk, lampunya juga gak silau Jadi pas banget di mata, makin enak deh buat smash Toiletnya juga luas dan bersih, oh iya, tempat nyimpen sendala juga rapi nih Rakyat disusun sesuai nomor lapangan, jadi gak bakal ketuker deh sama pemain lain Soal harga, kalau pagi sampai sore itu 90 ribu per jam Terus diatas jam 4 sore sampai jam 11 malam 110 ribu per jam Eh, tapi khusus untuk followers gue, harga membernya jadi 100 ribu aja per jam Tapi jangan kasih tau siapa siapa ya, kabarin temen atau club batminton lu aja"
87,"pelari pemula ternyata ngebulya asal lari apalagi yang kaya aku, hampir ga pernah olah raga kalo kita jarang olah raga, lari 500 meter aja pasti akan ngeos ngosan rasanya tuh sesek dan pengen muntah, halian juga ngerasain gitu ngga? nah kalo baru mulai lari, jangan mikirin kecepatan dan seberapa jauh kita lari tapi ikuti latihan untuk nurunin detak jantung bisa pakai namanya metode maftraining tujuannya untuk melati jantung kalian berada di zona aerobik untuk menyegak cedera dan overtraining intinya coba joging pelan aja dulu entah 9 atau 10 kalo di tak jantung kalian udah mencapai angka maf jangan lari tapi jalan aja pelan pelan nah setiap orang itu punya angka maf yang beda-beda ya mau ditunjukin ga cara tau angka mafnya?"
88,"pake cara ini biar kalian makin jago saat terima service pertama, raket di atas dan berdiri dekat garis kedua, kaki kiri di depan, agak serong dan kaki kanan di belakang agak jenjit yaa ketiga, pegang raketnya pake backhand dan badan agak contong ke depan setelah itu, kalian bisa maju menggunakan kaki kiri dan tekan bola ke bawah yaa gimana? udah siap cobain dilapangan? jen pelvolo yaa"
89,"Di carai ketali sepatu supaya kaki lu gak sakit pas ada lari. Perhati nih sepatu lari lu, ada dua tambahan lubang kayak gini kan. Ini namanya runner's knot, gini cara fungsi ini. Masukin tali ke lubang pertama, lalu masukin ke lubang kedua, sampe bikin bulutan kayak gini. Lakuin hal yang sama ke sisi satunya. Nah kalau udah, lu bakal dapet hasil kayak gini, ada dua bulutan. Nah valen tinggal masukin tali ke masing-masing lubang dari arah yang berlawanan kayak gini. Setelah itu tinggal pencangkan dan ikut tali sepatu kalian seperti biasa. Bijamin lebih nyaman dan lebih mencukram pergelangan kaki. Saya video ini supaya nanti pas lari, lu bisa cobain ke sini. Udah paham ya sekarang, ayo boleh lari."
90,"saat ini saya bareng mau G yang coupling nya kayak motor BB kan ini, mau G coupling nya juga ada manual nya tapi bisa di operasi kan kayak motor BB nggak perlu coupling bisa, jadi ini adalah honda CB650R yang Ecluts honda Ecluts jadi coupling nya ini, ini ada sistem nya star electronic jadi yang coupling bisa digantikan oleh ini, kalau di set otomatis maka coupling nya dikerjakan oleh honda Ecluts tapi juga bisa di setting manual jadi makanya itu bisa kayak motor BB ya benar-benar tinggal kontakon, ini nyalain sim terus ini anyala bahkan otomatis ya, pas masukin gigi tinggal aja indek aja nah, nggak perlu coupling, jadi tinggal gas aja jalan pas naik turun gigi juga ya tinggal injak tongkal-indik tongkal aja enak ya, sekarang serba segala macam di mudahkan jadi kalau pas lagi di kemacetan, tangan nggak perlu pegel, naik coupling karena yang coupling sudah dikerjakan oleh Ecluts tanggi ya enak ya, itu simple dan ini ada 3 motor nya 307 jutaan"
91,"bisa nembak ini, panel saka remotor apa? kayak punya motor kecil ya tapi bukan ini, panel saka remotor yang R25 R25, generasi ketiga jadi sederhana apa? yang kecil banget dimensinya dan tombol domainya juga sedikit ya ini buat PSB, melampu jauh dekat sen dan klakson dan klaksonnya ini agak unik ya karena di posisinya bagian dalamnya jadi kalau belum biasa, klakson itu kayak nyari-nyari gitu mana sih? terus yang di sisi kanan ini juga sederhana aja hanya ada button jingkat atau restartar jadi 1 dan hasil di bagian bawah sederhana badan, gasnya masih mekanis ya jadi masih pakai kabel gas jadi belum terlalu banyak ini benerannya kecil, makanya motornya itu banyak ya belum yang kayak pakai model gas spontan yang bisa gede gitu ya, jadi menter-besar jadi motornya sedikit karena ini jadi banyak banget jadi ya, untuk R1250C punya R25 ini mengtergolong sederhana apa? yang saya pernah saka-saka lagi malah kayak miliknya MT15 terima kasih"
92,"ini adalah kuncinya yang maha kiri ultimah atau 25 jadi masih solok-solok ya, kunci biasa tapi kaya keres seperti ini kan udah ada bakaman bermakinet tapi yang unik adalah dikasih remote kecilnya remote seperti ini, ini buat unsur back system jadi kalau kita tekan nah dia akan nyala khasnya dan ada bunyi titi-titi-titi gitu ya buat kita tahu di mana kita parkir kalau lagi di parkiran kalau lagi banyak motor gitu kita gak perlu rapat, gak perlu bingung cari motornya di mana, kita bisa tebulinnya aja yang unik adalah dipisah remote-nya kalau pindah kan jadi satu sama remote pilih ya, karena ini belum pilih jadi dipisah kaya gini nonton-an jadi itu, gimana remote kalian, kan?"
93,"saat ini saya bareng mau G yang coupling nya kayak motor BB kan ini, mau G coupling nya juga ada manual nya tapi bisa di operasi kan kayak motor BB nggak perlu coupling bisa, jadi ini adalah honda CB650R yang Ecluts honda Ecluts jadi coupling nya ini, ini ada sistem nya star electronic jadi yang coupling bisa digantikan oleh ini, kalau di set otomatis maka coupling nya dikerjakan oleh honda Ecluts tapi juga bisa di setting manual jadi makanya itu bisa kayak motor BB ya benar-benar tinggal kontakon, ini nyalain sim terus ini anyala bahkan otomatis ya, pas masukin gigi tinggal aja indek aja nah, nggak perlu coupling, jadi tinggal gas aja jalan pas naik turun gigi juga ya tinggal injak tongkal-indik tongkal aja enak ya, sekarang serba segala macam di mudahkan jadi kalau pas lagi di kemacetan, tangan nggak perlu pegel, naik coupling karena yang coupling sudah dikerjakan oleh Ecluts tanggi ya enak ya, itu simple dan ini ada 3 motor nya 307 jutaan"
94,"Mau bisa bikin konten yang banyak? Gak bisa anggang di lima tahari terus, bikin studio dong. Supaya gak mahal biayanya, sebelum bikin studio dan beli lampu, simak tips dari temen gue nih, Donovan. Halo, kalian lagi mikir mau bikin konten dan pengen beli lighting. Stop dulu. Jangan buru-buru keluar duit buat beli lampu baru, karena percuma kalau kalian belum tau dimana naronya. Pelotakan lighting itu beneran basic, tapi super kursial dalam dunia fotografi. Mau lampunya segera gaban atau sekecil korek api, mau kalau salah narok hasilnya bisa zong abis. Sayang banget kan, udah investasi malah-malah, tapi hasilnya gak maksimal. Sebagai permulaan, posisi lighting itu paling gampang dan paling pas itu di atas kepala. Dan menghadap ke kita. Kenapa begitu? Simpelnya. Ini terinvestirasi dari alam semesta kita. Coba deh lihat matahari. Posisinya selalu di atas kepala kita kan? Tapi kan matahari bisa terbit apat-terbenam di depan kita. Tuh. Tapi posisi matahari sejajar gitu cuma dirasakan sama yang lagi dipantai, dipuncak gunung atau di atas pesawat. Mayoritas waktu matahari ada di atas kepala kita. Terus di dalam ruangan juga lampu pasti ditaruh di atas kan? Jadi secara natural posisi lighting memang paling pas ada di atas kepala. Tapi kalau flash HP atau kamera kan di depan muka. Nah itu karena producen HP belum bisa bundling sama senlight stand. Kalau bisa pasti pengennya juga ditaruh di atas kepala. Gak cuma soal naturalnya. Posisi lighting di atas ini punya banyak panpat. Namun pertama, bisa bikin muka kamu berdimensi. Hidung kita. Tertama yang merasa kurang manjung bakal kelihatan lebih menonjol. Dan yang kedua, buat yang pippinya cabi, posisi ini bisa bantu banget. Karena bayangin di pippi, bisa bakal bikin pippi kamu kelihatan lebih tirus. Auto glowing dan tirus. Sebenarnya naro lampu di depan atau di bawah itu nggak salah kok. Tapi biasanya itu buat kasus-kasus khusus. Misalnya lampu di depan cocok buat bikin paswotua untuk ktp atau paswar. Nah kalau lampu dari bawah itu sih biasanya buat efek horror biar mau kelihatan serah. Jangan sering-sering ya, nanti dikira mau nampilin hantu. Gimana? Sekarang udah kebayangkan kalau punya lighting mau ditaruh di mana? Jangan sampai salah lagi ya. Jadi udah siap bikin konten dengan lighting oke banget kan?"
95,"ini adalah OPPO Reno14 Pro 5G semua kameranya 50MP, semua kamera autofocus, semua kamera bisa rekam 4K 60fps untuk foto malam-malam sudah berkapi dengan AI Flash Fotografi hasil foto nya juga cukup halus, pecahiannya ya jadi low light tetap aman terus kalau orang yang foto yang kita nggak ngerti komposinya sih gimana? nah disini ada fitur AI Re-Compose 3 kali dibawah, pilih AI Editor lalu pilih AI Re-Compose nanti foto kita akan diatur ulang komposinya seperti ini lebih oke kan hasilnya kan? performa juga ada kenceng ya, pake SOC Dimensity 8.450 dipake main game berat juga udah lancar nih dengan terlibat smartphone, performa SOC ini emang bersaing dengan flagship modern masakin padahal ini Reno lo, Reno sekarang sepertinya udah naik kelas ya udah nyerempet-nyerempet flagship yang kamu suka tuh bodinya nggak terlalu tebal cukup ringan juga, menyed frame-nya metal, back cover kaca dan baterai nya besar, 6200 mAh no-chrome depat gelap mau foto-foto, bukan masalah buat hape OPPO yang satu ini"
96,"Xiaomi bikin ASE Kenali ini, ini namanya Media ASE Pro ECO Media adalah supernya Xiaomi ini yang berfokus pada pengembangan smart homenya Xiaomi Nah, ini adalah produk ASE pertama mereka yang masuk resmi ke Indonesia produk lainnya juga ada sih yang pernah kita review juga yaitu Coolcast Nah, untuk harga ASE-nya sendiri itu nggak sampai 5 juta tapi kita sudah dapat banyak fitur ASE ini dilengkapi dengan EI Energy Saving jadi daya yang dikeluarkan ASE-nya akan disesuaikan dengan kebiasaan pengguna suhu di dalam dan di luar ruangan juga akan dipantau dan ASE-nya bisa menentukan settingan yang sesuai bahkan ada mode lawat juga di sini yang bisa kita pilih di Xiaomi Home App-nya ASE ini juga dilengkapi dengan Inverter yang sudah tersertifikasi CSPF hingga 5.74 dan mempunyai efisiensi energy hingga bintang 5 jadi urusan tempat daya ini sekorek sudah termasuk sangat bagus di kelasnya ASE-knya lagi, kita juga bisa mengendalikan ASE-k kita dari manapun jadi kalau misalnya kita lagi jauh dari posisi ASE-k kita tinggal download aja aplikasi Xiaomi Home lalu kita bisa nyalain ASE-nya dari mana aja misalnya kita lagi di luar terus pengen pas nyampe rumah itu udah dingin itu tinggal dari aplikasinya aja bisa garansi ASE-nya 3 tahun, kompresornya 10 tahun terkait Aversales itu diurus langsung sama Xiaomi Indonesia pengen tau seberapa hemat ASE-nya meja ini tunggu aja review lengkapnya di channel kami"
97,"Saat pertama kali mendengarkan tentang HP ini, pasti banyak yang mikir Ini HP Android 900000an, kawai bukan nih Tentu saja bukan dong, sejak hadiran ITL di Indonesia Kita jadi bisa punya smartphone 900000an yang proper dan layak untuk dibeli Contohnya, ITL A90, harganya mulai dari 970.000 Dapatnya banyak, layar 990Hz, kamera oke, udah USB type-C, ada fingerprint scanner, baterai 5000mAh dengan fasiantin 15W Charger ada dalam box, tahan air IP54, sudah support dual SIM dan microSD, gratis power bank untuk 300mAh Garansi 24 bulan, dan ada fitur kejutan Tombal power ini tidak hanya untuk power dan fingerprint, tapi juga bisa untuk zoom kontrol juga Kayak yang bawa-buahan itu Rampan 3 untuk friend desarnya, storage 64 dan 128GB, tersedia di Shopee ya Dan kalau beruntung bisa dapetin HP ini, harga 800-100k saat lagi flash sale Nah, buat yang butuh storage extra, bisa pilih yang versi 256GB, itu bisa dibeli di Lazada Pastinya ini jual lebih baik, jadi memang beli HPKW, nggak jelas yang berlari pasaran Biasanya yang suka pasaran dengan brand-brand HP terkenal, tapi pasti beli ternyata Zong ITL ini kan keluarga Transient Group, barang dengan Infinix dan Techno juga Jadi soal kuatas produk, jelas nggak sebarangan Serbis enternya juga tersebar di berbagai kota di Indonesia Tapi, kami paham sih"
